"Root","Relative","FullName","Extension","Length"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\vgui\panorama\submenu_dropdown_select_01.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\vgui\panorama\submenu_dropdown_select_01.wav",".wav","43484"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\vgui\panorama\submenu_leveloptions_rollover_01.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\vgui\panorama\submenu_leveloptions_rollover_01.wav",".wav","2992"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\vgui\panorama\submenu_leveloptions_select_01.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\vgui\panorama\submenu_leveloptions_select_01.wav",".wav","21528"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\vgui\panorama\submenu_leveloptions_slidein_01.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\vgui\panorama\submenu_leveloptions_slidein_01.wav",".wav","395816"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\vgui\panorama\submenu_scroll_01.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\vgui\panorama\submenu_scroll_01.wav",".wav","9452"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\vgui\panorama\submenu_select_01.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\vgui\panorama\submenu_select_01.wav",".wav","278300"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\vgui\panorama\submenu_slidein_01.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\vgui\panorama\submenu_slidein_01.wav",".wav","395816"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\vgui\panorama\xray_01.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\vgui\panorama\xray_01.wav",".wav","1055992"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\vgui\training\bell_impact.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\vgui\training\bell_impact.wav",".wav","293342"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\vgui\training\bell_normal.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\vgui\training\bell_normal.wav",".wav","293342"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\vgui\training\countdown.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\vgui\training\countdown.wav",".wav","265858"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\vgui\training\firewerks_burst_02.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\vgui\training\firewerks_burst_02.wav",".wav","1091988"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\vgui\training\gallery_stop.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\vgui\training\gallery_stop.wav",".wav","265090"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\vgui\training\highscore.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\vgui\training\highscore.wav",".wav","245586"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\vgui\training\light_on.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\vgui\training\light_on.wav",".wav","63838"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\vgui\training\lowscore.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\vgui\training\lowscore.wav",".wav","150338"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\vgui\training\pointscored.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\vgui\training\pointscored.wav",".wav","55246"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\vgui\training\popup.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\vgui\training\popup.wav",".wav","53506"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\vgui\training\puck_fail.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\vgui\training\puck_fail.wav",".wav","44130"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\vgui\training\score100.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\vgui\training\score100.wav",".wav","240290"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\vgui\training\scoreregular.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\vgui\training\scoreregular.wav",".wav","349034"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\vgui\training\startwam.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\vgui\training\startwam.wav",".wav","236460"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\vgui\training\timer_bell.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\vgui\training\timer_bell.wav",".wav","28978"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\draw_hmg.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\draw_hmg.mp3",".mp3","32436"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\draw_pistol.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\draw_pistol.mp3",".mp3","21987"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\draw_rifle.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\draw_rifle.mp3",".mp3","27211"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\hmg_holster.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\hmg_holster.mp3",".mp3","20942"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\holster_pistol.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\holster_pistol.mp3",".mp3","30346"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\holster_rifle.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\holster_rifle.mp3",".mp3","44993"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\pistols\beretta.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\pistols\beretta.wav",".wav","158980"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\pistols\colt1911.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\pistols\colt1911.wav",".wav","233068"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\pistols\deagle-1.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\pistols\deagle-1.wav",".wav","374892"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\pistols\deagle-2.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\pistols\deagle-2.wav",".wav","161976"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\pistols\glock.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\pistols\glock.wav",".wav","181028"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\pistols\hk45-1.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\pistols\hk45-1.wav",".wav","122062"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\pistols\luger-1.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\pistols\luger-1.wav",".wav","67692"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\pistols\m4a1-1.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\pistols\m4a1-1.wav",".wav","152276"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\pistols\mac10-1.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\pistols\mac10-1.wav",".wav","257596"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\pistols\model3-1.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\pistols\model3-1.wav",".wav","529244"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\pistols\mp5-1.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\pistols\mp5-1.wav",".wav","319328"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\pistols\mp5-2.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\pistols\mp5-2.wav",".wav","179792"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\pistols\mp5-sil.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\pistols\mp5-sil.wav",".wav","105876"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\pistols\p228-1.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\pistols\p228-1.wav",".wav","365896"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\pistols\p90-1.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\pistols\p90-1.wav",".wav","129872"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\pistols\pdr-1.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\pistols\pdr-1.wav",".wav","331496"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\pistols\pistol_mb.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\pistols\pistol_mb.wav",".wav","103236"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\pistols\r-bull-1.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\pistols\r-bull-1.wav",".wav","74572"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\pistols\sil.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\pistols\sil.wav",".wav","85420"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\pistols\sil2.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\pistols\sil2.wav",".wav","73596"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\pistols\tmg_1.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\pistols\tmg_1.wav",".wav","520068"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\pistols\tmp-1.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\pistols\tmp-1.wav",".wav","127932"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\pistols\ump45-1.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\pistols\ump45-1.wav",".wav","96796"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\pistols\ump45-2.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\pistols\ump45-2.wav",".wav","158804"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\pistols\ump45-3.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\pistols\ump45-3.wav",".wav","129384"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\pistols\ump45-4.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\pistols\ump45-4.wav",".wav","127860"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\pistols\usp.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\pistols\usp.wav",".wav","252472"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\rifle\ak47-1.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\rifle\ak47-1.wav",".wav","187908"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\rifle\amd-1.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\rifle\amd-1.wav",".wav","338024"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\rifle\aug-1.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\rifle\aug-1.wav",".wav","307684"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\rifle\fal.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\rifle\fal.wav",".wav","292988"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\rifle\famas.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\rifle\famas.wav",".wav","261468"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\rifle\famas2.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\rifle\famas2.wav",".wav","258116"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\rifle\g3.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\rifle\g3.wav",".wav","235712"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\rifle\galil-1.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\rifle\galil-1.wav",".wav","367308"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\rifle\hmg.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\rifle\hmg.wav",".wav","119068"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\rifle\hmg2.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\rifle\hmg2.wav",".wav","356724"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\rifle\hmg3.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\rifle\hmg3.wav",".wav","514424"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\rifle\l85a1.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\rifle\l85a1.wav",".wav","266760"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\rifle\loud_awp.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\rifle\loud_awp.wav",".wav","496640"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\rifle\loud_awp2.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\rifle\loud_awp2.wav",".wav","458328"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\rifle\loud_awp3.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\rifle\loud_awp3.wav",".wav","518128"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\rifle\loud_rifle.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\rifle\loud_rifle.wav",".wav","734924"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\rifle\loud_rifle_sil.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\rifle\loud_rifle_sil.wav",".wav","377892"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\rifle\m14.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\rifle\m14.wav",".wav","527832"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\rifle\m4a1-1.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\rifle\m4a1-1.wav",".wav","83480"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\rifle\m4a1-2.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\rifle\m4a1-2.wav",".wav","53682"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\rifle\m4a1_unsil-1.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\rifle\m4a1_unsil-1.wav",".wav","223920"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\rifle\m4a1_unsil-2.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\rifle\m4a1_unsil-2.wav",".wav","241004"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\rifle\m4a1_unsil-3.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\rifle\m4a1_unsil-3.wav",".wav","195528"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\rifle\masada_sil.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\rifle\masada_sil.wav",".wav","52960"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\rifle\masada_unsil.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\rifle\masada_unsil.wav",".wav","252472"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\rifle\pdr-2.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\rifle\pdr-2.wav",".wav","407678"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\rifle\rifle.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\rifle\rifle.wav",".wav","240300"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\rifle\rifle2.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\rifle\rifle2.wav",".wav","327968"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\rifle\rifle3.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\rifle\rifle3.wav",".wav","275228"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\rifle\rifle4.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\rifle\rifle4.wav",".wav","364512"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\rifle\scar.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\rifle\scar.wav",".wav","130224"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\rifle\scar2.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\rifle\scar2.wav",".wav","117700"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\rifle\scar3.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\rifle\scar3.wav",".wav","144512"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\rifle\val.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\rifle\val.wav",".wav","45820"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\rifle\very_loud_rifle.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\rifle\very_loud_rifle.wav",".wav","426112"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\shotguns\m3-2.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\shotguns\m3-2.wav",".wav","195580"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\shotguns\m3_pump.mp3","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\shotguns\m3_pump.mp3",".mp3","33480"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\shotguns\m3_with_pump.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\shotguns\m3_with_pump.wav",".wav","205814"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\homigrad\weapons\shotguns\xm1014-1.wav","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\homigrad\weapons\shotguns\xm1014-1.wav",".wav","133752"
